custom_id,text,text_cleaned,label,domain
548,Мырзагали гулжайна Не истеп жатсын,мырзагали гулжайна не истеп жатсын,0,appstore
549,Кушті керемет,кушті керемет,1,mapping
550,Сапасы жақсы.Ұнамаған жері - тежегіш қалыбы нашар.Негізі жақсы велосипед.,сапасы жақсы ұнамаған жері тежегіш қалыбы нашар негізі жақсы велосипед,1,market
551,Арзан.Тез әкелді уақытынан.,арзан тез әкелді уақытынан,1,market
552,Керемет шығар!,керемет шығар,1,appstore
553,Брат безабит тариф битп калыпты извенияк не обуси брат,брат безабит тариф битп калыпты извенияк не обуси брат,1,appstore
554,Намаз уақытын біліп отырғанға керемет,намаз уақытын біліп отырғанға керемет,1,appstore
555,Мына ойын қызықты ойын🚼🚼🚼🚼🚼🚼🚼🚼🚼🚼🚼🚼🚼🚼🚼🚼🚼🚼🚼🚼🚼🚼🚼🚼,мына ойын қызықты ойын,1,appstore
556,Бүл жақсы прагррамма но қай сабақтан қойылғанды көрсетпейди,бүл жақсы прагррамма но қай сабақтан қойылғанды көрсетпейди,0,appstore
557,Өте керемет ойын кім робакс алғысы келеды,өте керемет ойын кім робакс алғысы келеды,1,appstore
558,Өте керемет маған қатты ұнады рақмет осыны шығарған адамға❤👍😊,өте керемет маған қатты ұнады рақмет осыны шығарған адамға,1,appstore
559,Home Credit Bank рахмет саган👍,home credit bank рахмет саган,1,appstore
560,Маған қатты ұнады боқтабатқандар көттеріңді қысыңдар Мақыма .,маған қатты ұнады боқтабатқандар көттеріңді қысыңдар мақыма,1,appstore
561,жазбаша түрін қалай тапсам болады,жазбаша түрін қалай тапсам болады,1,bookstore
562,Бұдан көрі гугылдан кірген жақсы. Өте 👎 жаман,бұдан көрі гугылдан кірген жақсы өте жаман,0,appstore
563,Дал суреттегідей сапасы күшті.,дал суреттегідей сапасы күшті,1,market
564,Өте өте өте керемет ойын. Самый топовая ойынға мынауың.бұл ойынға бес жұлдыз.,өте өте өте керемет ойын самый топовая ойынға мынауың бұл ойынға бес жұлдыз,1,appstore
565,Өте керемет сол себептен мен бес жұлдыз қойдым,өте керемет сол себептен мен бес жұлдыз қойдым,1,appstore
566,Маган каттыга унады рахмет осыны ойлап тапкан адамга,маган каттыга унады рахмет осыны ойлап тапкан адамга,1,appstore
567,Рақмет жаным ❤керемет приложения зор ұнап калды,рақмет жаным керемет приложения зор ұнап калды,1,appstore
568,"Top, ote yngaily",top ote yngaily,1,appstore
569,Дамболсын,дамболсын,0,appstore
570,"Жақсы екен, ұнады, 5 баға қоямын.Уақытында келді. Магазин Медина рахмет, бәрі ұнады, сыйлыққа алғам, керемет.",жақсы екен ұнады 5 баға қоямын уақытында келді магазин медина рахмет бәрі ұнады сыйлыққа алғам керемет,1,market
571,Керемет.утежақсы магаг жақсы унады,керемет утежақсы магаг жақсы унады,1,appstore
572,"Тауар жақсы, ыңғайлы.Қатты айналып тұр, скорость қайтаратын жоқ сияқты.",тауар жақсы ыңғайлы қатты айналып тұр скорость қайтаратын жоқ сияқты,1,market
573,5 жастағы қызыма ұзындығы дәл келді. Бірақ беліндегі бауы шынайы бау емес. Сондықтан белі үлкен болды. Ал сапасы жақсы,5 жастағы қызыма ұзындығы дәл келді бірақ беліндегі бауы шынайы бау емес сондықтан белі үлкен болды ал сапасы жақсы,1,market
574,Мықты мен Асет Қазақ,мықты мен асет қазақ,1,appstore
575,Қазақ тілінде сөйлейтіндер аз,қазақ тілінде сөйлейтіндер аз,1,mapping
576,"Маған ұнады, бәрі керемет.",маған ұнады бәрі керемет,1,appstore
577,Вау қызыққой ұнады маған,вау қызыққой ұнады маған,1,appstore
578,Бесплатно болса кушти болар еди👍,бесплатно болса кушти болар еди,1,appstore
579,Бол ойн вапше зор брақ алмаз жоқ болғаны жаманда.,бол ойн вапше зор брақ алмаз жоқ болғаны жаманда,1,appstore
580,"Күшті, бағасы тиімді екен, бізде Жаңаөзенде 65мың деп тұр. Бізге ұнады, жеткізу айтқан күннен 3 күн бұрын келді, дәл фотадығыйдай, сапасы күшті.",күшті бағасы тиімді екен бізде жаңаөзенде 65мың деп тұр бізге ұнады жеткізу айтқан күннен 3 күн бұрын келді дәл фотадығыйдай сапасы күшті,1,market
581,Сәлем досым бұл ойын керек ойын мен оны ойнасам көңілім көтеріледі😊,сәлем досым бұл ойын керек ойын мен оны ойнасам көңілім көтеріледі,1,appstore
582,Мал ешакбас 5сағат күткем 99%болды да 0%болып қалды мал ешакбас хайуан ойын👊🏿👊🏿🖕🏿🖕🏿🖕🏿,мал ешакбас 5сағат күткем 99 болды да 0 болып қалды мал ешакбас хайуан ойын,0,appstore
583,Бұл жерде маған ұнағаны ағаштардың ғажап иісі және өте дәмді мейрамханасы,бұл жерде маған ұнағаны ағаштардың ғажап иісі және өте дәмді мейрамханасы,1,mapping
584,бұл тик ток кайф қо неге көрмейсіңдер мен бұұған 5 жұлдыз бердім,бұл тик ток кайф қо неге көрмейсіңдер мен бұұған 5 жұлдыз бердім,1,appstore
585,Зын оу тамаша,зын оу тамаша,1,appstore
586,"Оңай қосылды, ыңғайлы.",оңай қосылды ыңғайлы,1,market
587,Ассаляму Аллейкум проверти време тан намази дурис емес. Мен окып койам сосин азан шакырып тур,ассаляму аллейкум проверти време тан намази дурис емес мен окып койам сосин азан шакырып тур,0,appstore
588,Бұл өте керкмет қосымша тартып алыңыздар,бұл өте керкмет қосымша тартып алыңыздар,1,appstore
589,Керемет жарайсың тамаша,керемет жарайсың тамаша,1,appstore
590,Zor emes eken,zor emes eken,0,appstore
591,Топ топ маған қатты ұнады,топ топ маған қатты ұнады,1,appstore
592,Тук Демим нах айтеур пздц екен амилай ай колым Куйды деген кушты жер все игра. Топ,тук демим нах айтеур пздц екен амилай ай колым куйды деген кушты жер все игра топ,1,appstore
593,Ия ен кушти ойын осы болдыыы!!!,ия ен кушти ойын осы болдыы,1,appstore
594,Зайбал аккаунт керек,зайбал аккаунт керек,0,appstore
595,Жаман ойын екен ішінде көзі дәу піл бар бұл ойынды ойна маңыздар,жаман ойын екен ішінде көзі дәу піл бар бұл ойынды ойна маңыздар,0,appstore
596,Magan qatty ynady tek 🇰🇿qazaq tili jok😔,magan qatty ynady tek qazaq tili jok,1,appstore
597,Керемет. Алла разы болсын жасап шығарған адамдарға,керемет алла разы болсын жасап шығарған адамдарға,1,appstore
598,МашааАллах оте жаксы щыгарылган екен!Куран тындауда ышыне Абдурахман Массадты косасыздарма?,машааллах оте жаксы щыгарылган екен куран тындауда ышыне абдурахман массадты косасыздарма,1,appstore
599,Тауары жақсы.,тауары жақсы,1,market
600,"Жаөсы һз уақытында келді.Шулы емес, бірақ қатты.",жаөсы һз уақытында келді шулы емес бірақ қатты,1,market
601,Нан пісіре алмадым.,нан пісіре алмадым,0,market
602,Мен енді жазып жатырмын,мен енді жазып жатырмын,1,appstore
603,Иомаио 6 сағат күтім ғой сағат кешкі 4 те кошыргем кешкі сағат 10:00 кошырлдыго шын айтам,иомаио 6 сағат күтім ғой сағат кешкі 4 те кошыргем кешкі сағат 10 00 кошырлдыго шын айтам,1,appstore
604,саламатсызба атындағы қазақ ұлттық университетінің журналистика факультетінде оқып отыру қажет болған кезде ғана жұмыс істейді екен деп ойланып көрдік табыс етті ме әнінің сөзі нұржан болып табылады не оны жұмыстан босатуға қазақстан республикасы мемлекеттік сатып алу пайдалы кеңестер жазылған күні сағ және әлеуметтік қорғау департаменті біз туралы жазады бір рет оқылды грант тізімі мемлекеттік сатып алу пайдалы ақпарат даму бағдарламасы ақпан наурыз сәуір мамыр маусым шілде тамыз қыркүйек қазан,саламатсызба атындағы қазақ ұлттық университетінің журналистика факультетінде оқып отыру қажет болған кезде ғана жұмыс істейді екен деп ойланып көрдік табыс етті ме әнінің сөзі нұржан болып табылады не оны жұмыстан босатуға қазақстан республикасы мемлекеттік сатып алу пайдалы кеңестер жазылған күні сағ және әлеуметтік қорғау департаменті біз туралы жазады бір рет оқылды грант тізімі мемлекеттік сатып алу пайдалы ақпарат даму бағдарламасы ақпан наурыз сәуір мамыр маусым шілде тамыз қыркүйек қазан,1,appstore
605,"Керемет, маған ұнады, өте жұмсақ, сапасы жақсы. Бағасы өте тиімді.
Өте жақсы.",керемет маған ұнады өте жұмсақ сапасы жақсы бағасы өте тиімді өте жақсы,1,market
606,бет ауыстыратын жері ыңғайсыз,бет ауыстыратын жері ыңғайсыз,0,bookstore
607,"Жақсы жұмыс жасайды трассада.Бірақ басқа машиналардағы радарлардыда көреді, шатасып қаласың кейде.",жақсы жұмыс жасайды трассада бірақ басқа машиналардағы радарлардыда көреді шатасып қаласың кейде,1,market
608,"Жақсы екен, ұнады. Таза шығады. Зор екен.Алдыңғы есікке жақсы екен.",жақсы екен ұнады таза шығады зор екен алдыңғы есікке жақсы екен,1,market
609,Нашар екен деп айтсам ренжиді. Сондыктан нашар екен деп қалдым ғой 😂екен деп қалдым мен сені жақсы көрем мен де сізді жақсы көремін сізді қатты сағындым сізді бүгінгі жеке тапсырма берді айтып отқан жоқсың ғой 😂дка рет звандадым,нашар екен деп айтсам ренжиді сондыктан нашар екен деп қалдым ғой екен деп қалдым мен сені жақсы көрем мен де сізді жақсы көремін сізді қатты сағындым сізді бүгінгі жеке тапсырма берді айтып отқан жоқсың ғой дка рет звандадым,0,appstore
610,Кызык ойын маган унады,кызык ойын маган унады,1,appstore
611,"Күшті коляска, бірақ корзина жері біртүрлі екен.",күшті коляска бірақ корзина жері біртүрлі екен,1,market
612,Будан ф ф жаксырак,будан ф ф жаксырак,0,appstore
613,Рахмет осындай дуние шыгаргандарынызга!,рахмет осындай дуние шыгаргандарынызга,1,appstore
614,жакси жакси,жакси жакси,1,appstore
615,Эйй йоу орыстар шешен амы котактар котак котак сап-сары котактар шешен амы салбраган,эйй йоу орыстар шешен амы котактар котак котак сап сары котактар шешен амы салбраган,1,appstore
616,Кушты Аллах разы болсын.,кушты аллах разы болсын,1,appstore
617,"Маған бұл программа ұнады өте күшті мен орыс тілі мен қазақ тілін ағылшын жəне басқа да көп тілдерді аударып жазамын маған өте ыңғайлы жəне де көп смайликтер оңай қойылады бірден 20 смайлик жаза аламын пернетақта фонын өзім өзгертіп отырам,маған көптеген стикерлер келді жəне өзім де стикер жасай алады екем дыбысын да әртүрлі етіп өзгерте аламын.Керемет😍😗👏",маған бұл программа ұнады өте күшті мен орыс тілі мен қазақ тілін ағылшын жəне басқа да көп тілдерді аударып жазамын маған өте ыңғайлы жəне де көп смайликтер оңай қойылады бірден 20 смайлик жаза аламын пернетақта фонын өзім өзгертіп отырам маған көптеген стикерлер келді жəне өзім де стикер жасай алады екем дыбысын да әртүрлі етіп өзгерте аламын керемет,1,appstore
618,"Кухонный гарнитур өте әдемі, айтылған уақытында келді.",кухонный гарнитур өте әдемі айтылған уақытында келді,1,market
619,Өте жақсы програма тарсаңыз өкін бейсің қалаған адамыңа жазуға сөйлеп жіберуге болады видео званок пен аудио званок пен звандасаң ақшаң кетпейді кəне тарт та бес жұлдыз қойып пікір қалдыр жəне тез таратылады 🙂🙂🙂🙂🙂😎😎😎😎😎😎,өте жақсы програма тарсаңыз өкін бейсің қалаған адамыңа жазуға сөйлеп жіберуге болады видео званок пен аудио званок пен звандасаң ақшаң кетпейді кəне тарт та бес жұлдыз қойып пікір қалдыр жəне тез таратылады,1,appstore
620,Өте қызық күлкілі ертегі,өте қызық күлкілі ертегі,1,bookstore
621,Футбол керемет ойын,футбол керемет ойын,1,appstore
622,"Машааллаһ, керемет. Енді құранды аудиоплермен тыңдайтын болса Өте жақсы болатын еді, күтемін(кішігірім ұсыныс). 😊🕌👍🏻👍🏻👍🏻👍🏻✔️",машааллаһ керемет енді құранды аудиоплермен тыңдайтын болса өте жақсы болатын еді күтемін кішігірім ұсыныс,1,appstore
623,"Өте керемет зат, екі жылдан бері құтыла алмаған жәндіктен құтылдық.",өте керемет зат екі жылдан бері құтыла алмаған жәндіктен құтылдық,1,market
624,"Қызмет көрсетуі жақсы ұнады ! Мамандары өз жұмысына мұқият қарайды,қосысша кеңестер береді. Көп рақмет",қызмет көрсетуі жақсы ұнады мамандары өз жұмысына мұқият қарайды қосысша кеңестер береді көп рақмет,1,mapping
625,Мен сіздерге үлкен алғысымды білдіремін! Маған бұл қосымшаның көп кщмегі тиіп жатыр. Рақмет!,мен сіздерге үлкен алғысымды білдіремін маған бұл қосымшаның көп кщмегі тиіп жатыр рақмет,1,appstore
626,Салеметсиздерме мендегі проблема жогалып калган номермен тіркелген. Енді ашып кірейін десем кіре алмай отырмын себебі жок номерге смс барат. Аанда сменить номер деген сияқты ештеңе жоқ,салеметсиздерме мендегі проблема жогалып калган номермен тіркелген енді ашып кірейін десем кіре алмай отырмын себебі жок номерге смс барат аанда сменить номер деген сияқты ештеңе жоқ,0,appstore
627,Мықты екен базар жоқ,мықты екен базар жоқ,1,appstore
628,Ассалаумағалеикум бауырлар керемет бәрі жақсы сіздерден өтініш аилық кестені дұрыстасаңыздар екен біріне бірі жабысып тұр.,ассалаумағалеикум бауырлар керемет бәрі жақсы сіздерден өтініш аилық кестені дұрыстасаңыздар екен біріне бірі жабысып тұр,1,appstore
629,2 Рет 500 мб ұтып алдым оте қуаныштымын рахмет,2 рет 500 мб ұтып алдым оте қуаныштымын рахмет,1,appstore
630,Өте керемет күшті супер,өте керемет күшті супер,1,appstore
631,Орыс тылыне аустрса болама,орыс тылыне аустрса болама,0,appstore
632,Керемет ойын мен осы ойынды әрендегенде тапқам,керемет ойын мен осы ойынды әрендегенде тапқам,1,appstore
633,"jaqsy kısı, tez ärı qauypsız jetkızıp saldy",jaqsy kısı tez ärı qauypsız jetkızıp saldy,1,appstore
634,Маған бұл қолданба қатты ұнады. Бұл қолданбамен түрлі видео шығардым. Рахмет саған. 🤩🤩🤩,маған бұл қолданба қатты ұнады бұл қолданбамен түрлі видео шығардым рахмет саған,1,appstore
635,Самсунг мен Мөлдір ертең бара,самсунг мен мөлдір ертең бара,1,appstore
636,Керемет. Еш қиындығы жоқ.,керемет еш қиындығы жоқ,1,appstore
637,Сәлеметсіз өте дұрыс,сәлеметсіз өте дұрыс,1,appstore
638,"Ең арзан такси, нагыз Халыққа керек, Алла береке берсин. Дами беріңіздер. Тек приложенияга сал даму керек, заявка кабылдаганда бізге сигнал туссе жаксы болар еді...",ең арзан такси нагыз халыққа керек алла береке берсин дами беріңіздер тек приложенияга сал даму керек заявка кабылдаганда бізге сигнал туссе жаксы болар еді,1,appstore
639,"Тамаша ойыншық,бастысы балаларға ұнады. Өз баласына сай сапада, сондай кішкентай да емес екен.",тамаша ойыншық бастысы балаларға ұнады өз баласына сай сапада сондай кішкентай да емес екен,1,market
640,Кросата десең иа 😂,кросата десең иа,1,appstore
641,Өте ұнады. Халық көп бармайтыны өкінішті-ақ. Актерлардың еңбегі жансын.,өте ұнады халық көп бармайтыны өкінішті ақ актерлардың еңбегі жансын,1,mapping
642,Керемет.Алғаш болуым бұл жерде,керемет алғаш болуым бұл жерде,1,mapping
643,ред жоқ,ред жоқ,0,appstore
644,Күшті әдемі ойын,күшті әдемі ойын,1,appstore
645,Рекламадан коз аша алмай калдыккой,рекламадан коз аша алмай калдыккой,0,appstore
646,Сапасы күшті.Жеткізуі тек келді.,сапасы күшті жеткізуі тек келді,1,market
647,АЛЛА разы болсын оте жаксы!,алла разы болсын оте жаксы,1,appstore
648,"Рақмет, сапасы өте жақсы. Дүкендегі сатушыларға, курьерлерге алғысым шексіз, тауарды тез жеткізіп берді.",рақмет сапасы өте жақсы дүкендегі сатушыларға курьерлерге алғысым шексіз тауарды тез жеткізіп берді,1,market
649,Мен бұл оинды білем бұл оин оте кызык,мен бұл оинды білем бұл оин оте кызык,1,appstore
650,Өкінбейсін.,өкінбейсін,1,market
651,"Енді тартып жатырмын жақсы деген ойдамын керемет сияқты кім келіседі «пікір пайдалы болдыма деген жерге» ""Ияяя"" деп жаза кет",енді тартып жатырмын жақсы деген ойдамын керемет сияқты кім келіседі пікір пайдалы болдыма деген жерге ияя деп жаза кет,1,appstore
652,"Жақсы бастама, жақсы онлайн сабақ. Бірақ грамматикалық қате өте-өте көп. Қазақша сабақтарда кейбір сөздер орысша тұр. Білім мигистрлігінде қазақшасын реттеп шығатын филологтың болмағаны ма?",жақсы бастама жақсы онлайн сабақ бірақ грамматикалық қате өте өте көп қазақша сабақтарда кейбір сөздер орысша тұр білім мигистрлігінде қазақшасын реттеп шығатын филологтың болмағаны ма,0,appstore
653,Інім мен сіңлім таласып ойнады кейді өзім ойнағым келеді,інім мен сіңлім таласып ойнады кейді өзім ойнағым келеді,1,appstore
654,👍 👍 👍 КЛАСС таксиге және басқа кере жоқ,класс таксиге және басқа кере жоқ,1,appstore
655,"Ыңғайлы, әдемі, күйдірми, тез пісіреді, өзі көп орын алмайды",ыңғайлы әдемі күйдірми тез пісіреді өзі көп орын алмайды,1,market
656,5 Рахмер Жаксы,5 рахмер жаксы,1,appstore
657,"Ыңғайлы, тамаша",ыңғайлы тамаша,1,market
658,"Өте жақсы қоспа, қызыма қатты ұнайды және тез жеткізіп береді қосымша сыйлық үшін көп рахмет.",өте жақсы қоспа қызыма қатты ұнайды және тез жеткізіп береді қосымша сыйлық үшін көп рахмет,1,market
659,Өте керемет ойын супер 👍🏻😍,өте керемет ойын супер,1,appstore
660,Маған ұнады. Жеңіл де мықты. Көп орын алмайды.,маған ұнады жеңіл де мықты көп орын алмайды,1,market
661,"Дұрыстап, қателіктерді жою керек. Қатып қала береді, 30 секунд қана көресің. Ещё жарты сағат кешігіп көресің",дұрыстап қателіктерді жою керек қатып қала береді 30 секунд қана көресің ещё жарты сағат кешігіп көресің,0,appstore
662,ойландыратын ойын,ойландыратын ойын,1,appstore
663,Жарайындр жаксы зат,жарайындр жаксы зат,1,appstore
664,Өте зомби көп,өте зомби көп,0,appstore
665,"Емшектеп шығарып жатырмын, жақсы екен. Лепесток гелевый болса, жақсы болар еді. Өз бағасына тұрады.",емшектеп шығарып жатырмын жақсы екен лепесток гелевый болса жақсы болар еді өз бағасына тұрады,1,market
666,Маған қатты ұнайды сіздерде жүктендер❤👑,маған қатты ұнайды сіздерде жүктендер,1,appstore
667,"Велосипедті ініме сатып алдық, өте жақсы, ұнады! Рахатына теуіп жүр!",велосипедті ініме сатып алдық өте жақсы ұнады рахатына теуіп жүр,1,market
668,Өте керемет қызық видио званок бар және т.б маған ұнады мг аз,өте керемет қызық видио званок бар және т б маған ұнады мг аз,1,appstore
669,Өте керемет өиын маған өте қаты ұнады,өте керемет өиын маған өте қаты ұнады,1,appstore
670,"Ручкалары түсіп кала береді. Качество нашар, шкафтын полкалары нестандарт.",ручкалары түсіп кала береді качество нашар шкафтын полкалары нестандарт,0,market
671,Маған ұнады бұдан бәрін Жазып алуға болады екен. 👍👍👍👍👍👌👌👌👈👈👉👉,маған ұнады бұдан бәрін жазып алуға болады екен,1,appstore
672,Біріншіден мен бір тапсырманы дұрыс орындасам білгенің жөн деп маған дұрыс емес жауап деп көрсетеді Екіншіден тарсырманы дұрыс орналастырмай шығарып бір сағаттан кейін дұрыстайды ертең жаңартпасаңдар мен бүкіл елге инстаграмга салып сендерді пазор қылам ютубта жүрет пазорларың бұл приложениямен біз тіпті екі алып жүрік не масқара? Неге дұрысиамайсыңдар а?,біріншіден мен бір тапсырманы дұрыс орындасам білгенің жөн деп маған дұрыс емес жауап деп көрсетеді екіншіден тарсырманы дұрыс орналастырмай шығарып бір сағаттан кейін дұрыстайды ертең жаңартпасаңдар мен бүкіл елге инстаграмга салып сендерді пазор қылам ютубта жүрет пазорларың бұл приложениямен біз тіпті екі алып жүрік не масқара неге дұрысиамайсыңдар а,0,appstore
673,Күшті .значок қоюға болады,күшті значок қоюға болады,1,appstore
674,"Оте керемет ломбард, кыздар жылдам жумыс ыстейды!",оте керемет ломбард кыздар жылдам жумыс ыстейды,1,mapping
675,Жақсы тазалайды екен!Жерге жабысып қала береді.,жақсы тазалайды екен жерге жабысып қала береді,1,market
676,Рахмет өте көп😘 білеріміз оқитыныз көп🥰😇,рахмет өте көп білеріміз оқитыныз көп,1,appstore
677,Өте жақсы бәрі істеп тұр,өте жақсы бәрі істеп тұр,1,appstore
678,Маған ұнағаны суды минералдайтыны.,маған ұнағаны суды минералдайтыны,1,market
679,Алдымнан шық,алдымнан шық,1,appstore
680,Сөзі жоқ өте керемет приложения.Жазып алсаңыз өкінбейтін боласыз!!!,сөзі жоқ өте керемет приложения жазып алсаңыз өкінбейтін боласыз,1,appstore
681,казком visa карточкам жарайды ма?,казком visa карточкам жарайды ма,1,appstore
682,Мен бул оиын унады.,мен бул оиын унады,0,appstore
683,07.07.2021 бірінші рет бардым бұл кафеге және ол соңғысы админстраторға бастық шақыр десек көрші столда отырған бастығын жоқ деп алдап шақырмады. Минустары Десерты свежее емес Админстратор -100% Калкуляторы жок біздің телефоннан есептеп берді Донер сирой шикі,07 07 2021 бірінші рет бардым бұл кафеге және ол соңғысы админстраторға бастық шақыр десек көрші столда отырған бастығын жоқ деп алдап шақырмады минустары десерты свежее емес админстратор 100 калкуляторы жок біздің телефоннан есептеп берді донер сирой шикі,0,mapping
684,Достар мен жаңа ффны удалит еттм енд оинамаим тартпаим сендерде удалит етіңдер бәрібір одан ештене шыкпаиды акшанды боска кұртады бәрібір соныңда адамдардын барі оледі одан ештене шыкпаид фф оиыңды улаиды білімсіз боп каласн және тещ ашуланшак боласың осы сөзме сеніңдер бәрібір төбеде алла көріп тұр.♡😘👶👧👩💑💍👰👪👶👦👴👵,достар мен жаңа ффны удалит еттм енд оинамаим тартпаим сендерде удалит етіңдер бәрібір одан ештене шыкпаиды акшанды боска кұртады бәрібір соныңда адамдардын барі оледі одан ештене шыкпаид фф оиыңды улаиды білімсіз боп каласн және тещ ашуланшак боласың осы сөзме сеніңдер бәрібір төбеде алла көріп тұр,0,appstore
685,"Ауа райын анық көрсетеді екен, аздап ауытқулары бар демесек.",ауа райын анық көрсетеді екен аздап ауытқулары бар демесек,1,appstore
686,Фф оинаганга жаксы,фф оинаганга жаксы,1,appstore
687,БАРЫС,барыс,0,appstore
688,Баған тартылмай жатыр,баған тартылмай жатыр,0,appstore
689,"Kaspi prilojenia kuchti,no qayelesip perevod ketse ne interindi bilmei qaladi ekensin.Daje bank alip beralmai qaladi eken.",kaspi prilojenia kuchti no qayelesip perevod ketse ne interindi bilmei qaladi ekensin daje bank alip beralmai qaladi eken,1,appstore
690,ұнайды үйткені фото матаж аз,ұнайды үйткені фото матаж аз,0,appstore
691,керемет шыққан ойын,керемет шыққан ойын,1,appstore
692,Оте керемет ойын уйымдастырушыларга алгысым шексиз осындар ойындар коп болсын,оте керемет ойын уйымдастырушыларга алгысым шексиз осындар ойындар коп болсын,1,appstore
693,Крутой иғра ғой шынба,крутой иғра ғой шынба,1,appstore
694,Бұл ойынды сізде попит жоқ жағдайда ойнауға болады,бұл ойынды сізде попит жоқ жағдайда ойнауға болады,1,appstore
695,Сапасы және бағасы.,сапасы және бағасы,1,market
696,"Подгузник жақсы, аллергия бермейді.Baby _Shop7 магазиніне үлкен рақмет! Үнемі заказ бергенде в наличий болады. Мен тек осы магазиннен аламын подгузникті. Магазиннің соотрудниктеріне рақмет! Жеткізген курьерге рақмет! Он очень вежливый. Подаркаңызға көп-көп рақмет!",подгузник жақсы аллергия бермейді baby _shop7 магазиніне үлкен рақмет үнемі заказ бергенде в наличий болады мен тек осы магазиннен аламын подгузникті магазиннің соотрудниктеріне рақмет жеткізген курьерге рақмет он очень вежливый подаркаңызға көп көп рақмет,1,market
697,15 жастағыларға ата анасының карауынсыз ашуға болама,15 жастағыларға ата анасының карауынсыз ашуға болама,1,appstore
698,Армандарын орындалады,армандарын орындалады,1,appstore
699,"Алла жарылқасын, Алла сыйласын, бұл жақсылықтырыңа",алла жарылқасын алла сыйласын бұл жақсылықтырыңа,1,appstore
700,"Өкінбейсіздер, көшіріңіздер, әсіресе болашақ грант иегері атанушыларға 😌👍",өкінбейсіздер көшіріңіздер әсіресе болашақ грант иегері атанушыларға,1,appstore
701,Өте үлкен.Рахмет.,өте үлкен рахмет,1,market
702,Алла разы болсын бауырлар оте керемет жумыс,алла разы болсын бауырлар оте керемет жумыс,1,appstore
703,О те керемет,о те керемет,1,appstore
704,Жақсы прлажение екен,жақсы прлажение екен,1,appstore
705,Өте керемет кушті ынады,өте керемет кушті ынады,1,appstore
706,Ен жаксы приложения,ен жаксы приложения,1,appstore
707,"Жақсы дүние екен, бір үйге болады.Шнуры кысқа екен.",жақсы дүние екен бір үйге болады шнуры кысқа екен,1,market
708,Негізі бар го мен бұл праграмманы cap cut жаңарған ба деп тартқанмын го сөйтсем ондай емес екен гой ой мəəəəə дедм го,негізі бар го мен бұл праграмманы cap cut жаңарған ба деп тартқанмын го сөйтсем ондай емес екен гой ой мəə дедм го,1,appstore
709,Грени ойыны маған ұнады.Себебі ол қорқынышты ойын ал маған корқынышты ойындар қатты ұнайды.Осы қолданбада стол немесе стуляның астына тығылып грениді өлтіресің және мәшинені жөндеп қашасың,грени ойыны маған ұнады себебі ол қорқынышты ойын ал маған корқынышты ойындар қатты ұнайды осы қолданбада стол немесе стуляның астына тығылып грениді өлтіресің және мәшинені жөндеп қашасың,1,appstore
710,Жаксы болад,жаксы болад,1,appstore
711,Маған өте қатты унады. Алуға кеңес беремін. Ойлағанымнанда жақсы болып шықты. Уақытынан бурын жеткізіп берді.,маған өте қатты унады алуға кеңес беремін ойлағанымнанда жақсы болып шықты уақытынан бурын жеткізіп берді,1,market
712,Дым қызық емес бұдан фри фаер миллион есе артық,дым қызық емес бұдан фри фаер миллион есе артық,0,appstore
713,Керек нəрсеңді жылдам тауып  аласын мен ризамын,керек нəрсеңді жылдам тауып аласын мен ризамын,1,appstore
714,Алла' сіздерге разы болсын. Алла' сіздерден разы болсын . Бәрі Жақсы .,алла сіздерге разы болсын алла сіздерден разы болсын бәрі жақсы,1,appstore
715,Маган шелзи дын видиосы унады алга,маган шелзи дын видиосы унады алга,0,appstore
716,мен тартып кордим ашылмады,мен тартып кордим ашылмады,0,appstore
717,Дукенші әдемі қызмет көрсетті. Алған тауар өзіме қатты ұнады.,дукенші әдемі қызмет көрсетті алған тауар өзіме қатты ұнады,1,market
718,Тек қана алға..менің қояр бағам 5+,тек қана алға менің қояр бағам 5,1,appstore
719,САЛАМ БРАТ ОЙЫН ӨТЕ ҚЫЗЫҚ МЕМДЕР КӨП МОЛ ҮШІН 5 ОТЗЫВ ҚОЯАМЫН,салам брат ойын өте қызық мемдер көп мол үшін 5 отзыв қояамын,1,appstore
720,өте өте өте қатты ұнайды,өте өте өте қатты ұнайды,1,bookstore
721,Оте керемет ари ынгайлы толыкканды акпарпттармен камтылган,оте керемет ари ынгайлы толыкканды акпарпттармен камтылган,1,appstore
722,АО《НПФ НАРОДНОГО БАНКА КАЗАКСТАНА》бұл приложениямен кіре аламба? кіре алсам регистрация жасай алмай жатырмын?,ао нпф народного банка казакстана бұл приложениямен кіре аламба кіре алсам регистрация жасай алмай жатырмын,0,appstore
723,Жақсы болды мна әріптерді таппабем ә і ң ғ ү ұ қ ө һ рахмет,жақсы болды мна әріптерді таппабем ә і ң ғ ү ұ қ ө һ рахмет,1,appstore
724,"Өте керемет, дыбыс жай шығарады, жақсы тартады мусорды. Бізге ұнады. Бала бар үйге жақсы дыбыс.Барлығы ұнады.",өте керемет дыбыс жай шығарады жақсы тартады мусорды бізге ұнады бала бар үйге жақсы дыбыс барлығы ұнады,1,market
725,Майдың сапасы жақсы. 3 машинамды да осы жерден ауыстырамын. Сервис өте жақсы. Шымкенттегі ең сапалы май,майдың сапасы жақсы 3 машинамды да осы жерден ауыстырамын сервис өте жақсы шымкенттегі ең сапалы май,1,mapping
