custom_id,text,text_cleaned,label,domain
pla048835pla,Мен сіздерге үлкен алғысымды білдіремін! Маған бұл қосымшаның көп кщмегі тиіп жатыр. Рақмет!,мен сіздерге үлкен алғысымды білдіремін маған бұл қосымшаның көп кщмегі тиіп жатыр рақмет,1,appstore
pla055979pla,Мықты екен базар жоқ,мықты екен базар жоқ,1,appstore
pla020928pla,2 Рет 500 мб ұтып алдым оте қуаныштымын рахмет,2 рет 500 мб ұтып алдым оте қуаныштымын рахмет,1,appstore
pla092709pla,Кросата десең иа 😂,кросата десең иа,1,appstore
kas015156kas,"Рақмет, сапасы өте жақсы. Дүкендегі сатушыларға, курьерлерге алғысым шексіз, тауарды тез жеткізіп берді.",рақмет сапасы өте жақсы дүкендегі сатушыларға курьерлерге алғысым шексіз тауарды тез жеткізіп берді,1,market
kas014157kas,Өкінбейсін.,өкінбейсін,1,market
kas011564kas,Маған ұнады. Жеңіл де мықты. Көп орын алмайды.,маған ұнады жеңіл де мықты көп орын алмайды,1,market
pla113106pla,"Дұрыстап, қателіктерді жою керек. Қатып қала береді, 30 секунд қана көресің. Ещё жарты сағат кешігіп көресің",дұрыстап қателіктерді жою керек қатып қала береді 30 секунд қана көресің ещё жарты сағат кешігіп көресің,0,appstore
kas014372kas,"Ручкалары түсіп кала береді. Качество нашар, шкафтын полкалары нестандарт.",ручкалары түсіп кала береді качество нашар шкафтын полкалары нестандарт,0,market
pla133888pla,Күшті .значок қоюға болады,күшті значок қоюға болады,1,appstore
kas012777kas,Маған ұнағаны суды минералдайтыны.,маған ұнағаны суды минералдайтыны,1,market
pla077429pla,Алдымнан шық,алдымнан шық,1,appstore
pla135040pla,"Ауа райын анық көрсетеді екен, аздап ауытқулары бар демесек.",ауа райын анық көрсетеді екен аздап ауытқулары бар демесек,1,appstore
pla061583pla,Баған тартылмай жатыр,баған тартылмай жатыр,0,appstore
pla087688pla,керемет шыққан ойын,керемет шыққан ойын,1,appstore
pla066120pla,Крутой иғра ғой шынба,крутой иғра ғой шынба,1,appstore
pla069000pla,Бұл ойынды сізде попит жоқ жағдайда ойнауға болады,бұл ойынды сізде попит жоқ жағдайда ойнауға болады,1,appstore
kas013805kas,Өте үлкен.Рахмет.,өте үлкен рахмет,1,market
pla069862pla,Өте керемет кушті ынады,өте керемет кушті ынады,1,appstore
pla127570pla,Ен жаксы приложения,ен жаксы приложения,1,appstore
kas011781kas,"Жақсы дүние екен, бір үйге болады.Шнуры кысқа екен.",жақсы дүние екен бір үйге болады шнуры кысқа екен,1,market
pla076519pla,Дым қызық емес бұдан фри фаер миллион есе артық,дым қызық емес бұдан фри фаер миллион есе артық,0,appstore
pla074093pla,мен тартып кордим ашылмады,мен тартып кордим ашылмады,0,appstore
pla124612pla,Тек қана алға..менің қояр бағам 5+,тек қана алға менің қояр бағам 5,1,appstore
pla064696pla,САЛАМ БРАТ ОЙЫН ӨТЕ ҚЫЗЫҚ МЕМДЕР КӨП МОЛ ҮШІН 5 ОТЗЫВ ҚОЯАМЫН,салам брат ойын өте қызық мемдер көп мол үшін 5 отзыв қояамын,1,appstore
pla105125pla,Ассалаумағалейкум намаз уақыттарын хабарламайды әсіресе таң намазы,ассалаумағалейкум намаз уақыттарын хабарламайды әсіресе таң намазы,1,appstore
pla074815pla,Осы оиын унады,осы оиын унады,1,appstore
pla018718pla,Өте керемет мен сол үшңн бес жұлдыз қойам👍,өте керемет мен сол үшңн бес жұлдыз қойам,1,appstore
pla057106pla,"Маган унады,оте кызыкты екен..",маган унады оте кызыкты екен,1,appstore
kas015410kas,"Әдемі, ыңғайлы.",әдемі ыңғайлы,1,market
pla072906pla,Қанша сағат оинаимын😅😅,қанша сағат оинаимын,1,appstore
pla093222pla,Дахуярет өшіріп қайта ойнағам,дахуярет өшіріп қайта ойнағам,1,appstore
pla114311pla,Өте керемет ❤❤🎂Туған күнге видио жасадым керемет,өте керемет туған күнге видио жасадым керемет,1,appstore
pla008929pla,Қотақ,қотақ,1,appstore
pla107983pla,Алла разы болсын! Рахмет сiздерге!,алла разы болсын рахмет сiздерге,1,appstore
pla067273pla,Бұл ойын қызықты маған қатты ұнады бұл ойынды км шығарсада сол адамға коп коп рахмет♡мен бұл ойынға 5 ☆ берем Но 6 жұлдыз бергім келген но жепеди екен ♡♡♡♡♡♡,бұл ойын қызықты маған қатты ұнады бұл ойынды км шығарсада сол адамға коп коп рахмет мен бұл ойынға 5 берем но 6 жұлдыз бергім келген но жепеди екен,1,appstore
pla127472pla,"Өте жақсы приложения. Жүктегеніме еш өкінбеймін және жүктеңіздер 
өкінбейсіздер дегім келеді. Бәрі жақсы не айтуға болады дегенменде латын 
әріптерінде кейбір әріптері жоқ соны дұрстасаңыздар жақсы болар еді.",өте жақсы приложения жүктегеніме еш өкінбеймін және жүктеңіздер өкінбейсіздер дегім келеді бәрі жақсы не айтуға болады дегенменде латын әріптерінде кейбір әріптері жоқ соны дұрстасаңыздар жақсы болар еді,1,appstore
pla025579pla,"Супер,өте ұнайды,ыңғайлы,тез💖💖💖",супер өте ұнайды ыңғайлы тез,1,appstore
pla025947pla,Каспий қосымшасында қазақ тілі жоқ па таппадым! ред бар дүкендердің инстаграм парақшасын бірге жазып қойсаңыздар жақсы болар еді,каспий қосымшасында қазақ тілі жоқ па таппадым ред бар дүкендердің инстаграм парақшасын бірге жазып қойсаңыздар жақсы болар еді,0,appstore
pla037634pla,бұл менім өмірімдегі ең күшті праграма,бұл менім өмірімдегі ең күшті праграма,1,appstore
pla041409pla,Калаи ашады,калаи ашады,1,appstore
pla053595pla,кушты екен брак оздерын шыгарындар есепты,кушты екен брак оздерын шыгарындар есепты,1,appstore
pla080608pla,Өте керемет супер,өте керемет супер,1,appstore
kas013089kas,"Өте керемет, ұнады.",өте керемет ұнады,1,market
pla015977pla,Ей қарындас айдай жүзді жанарың лағыл моншақ мөлдрейді жанарын хат жазасын сырға толы сезімен жұмбақ жансын мәңгі жүзді жанауың. ❤️‍🔥🥰😜,ей қарындас айдай жүзді жанарың лағыл моншақ мөлдрейді жанарын хат жазасын сырға толы сезімен жұмбақ жансын мәңгі жүзді жанауың,1,appstore
pla084155pla,Маган оте ұнады,маган оте ұнады,1,appstore
pla084395pla,"ФУ ЖАМАН СКАЧАТЬ ЕТПЕИАҚ ҚОИЫҢДАР, ДЫМ ҚЫЗЫҚ ЕМЕС",фу жаман скачать етпеиақ қоиыңдар дым қызық емес,0,appstore
kas017172kas,"3, 4 мин ішінде пісті, насадкілері көп екен, качественная.Рецепт жоқ.",3 4 мин ішінде пісті насадкілері көп екен качественная рецепт жоқ,1,market
pla080131pla,Супер өте тамаша,супер өте тамаша,1,appstore
pla050277pla,Неге 40-да қатып қалды ааааа өтініш маған керек болып жатыр,неге 40 да қатып қалды аа өтініш маған керек болып жатыр,0,appstore
pla037485pla,Ансар котакбас,ансар котакбас,1,appstore
pla128506pla,"Секунд сайын остановлено деп шыға береді, не үшін?",секунд сайын остановлено деп шыға береді не үшін,1,appstore
pla085002pla,Блә қотағымды жемесін мына ойын 😑💔,блә қотағымды жемесін мына ойын,0,appstore
kas015882kas,"Ұнады, керемет дүние.",ұнады керемет дүние,1,market
pla092830pla,Сені сағындым мен,сені сағындым мен,1,appstore
kas000100kas,"Қазірше бұл гаджетке баға беру қиындау шығар әлі толық меңгеріп қолданбадық бірақ дизайны, экраны, сапасы, сборкасы өте жақсы, керемет. Бағасына сай телефон. Камерасын 108 мп деген ол енді маркетинг жол болып табылад енді бір вау әсері жоқ. 108 деген менімше жәй аты ғана, бірақ меню қабығы Миюай 13 өте керемет, тура андроид ішіндегі қабығылардын еркешесі.",қазірше бұл гаджетке баға беру қиындау шығар әлі толық меңгеріп қолданбадық бірақ дизайны экраны сапасы сборкасы өте жақсы керемет бағасына сай телефон камерасын 108 мп деген ол енді маркетинг жол болып табылад енді бір вау әсері жоқ 108 деген менімше жәй аты ғана бірақ меню қабығы миюай 13 өте керемет тура андроид ішіндегі қабығылардын еркешесі,1,market
pla115329pla,Жарайсың,жарайсың,0,appstore
pla088549pla,"Керемет ойын екен. Жарысасың, мен көбіне бірінші орын болып келемін.",керемет ойын екен жарысасың мен көбіне бірінші орын болып келемін,1,appstore
pla055089pla,"Не ыңғайлы емес,не іздеу жүйесі жоқ балаларға жағдай жасалмаған",не ыңғайлы емес не іздеу жүйесі жоқ балаларға жағдай жасалмаған,0,appstore
pla078941pla,Мына ойын қызық сияқты қазір көреміз қандай екен,мына ойын қызық сияқты қазір көреміз қандай екен,1,appstore
pla128831pla,Керемет ❤❤ екен маған ұнады бір паидасы тиді өте жақсы 👍🕋🕋🕋,керемет екен маған ұнады бір паидасы тиді өте жақсы,1,appstore
pla022074pla,Саламатсыз ба Каспи кз меның жасым 15те Каспи ашуға боладыма,саламатсыз ба каспи кз меның жасым 15те каспи ашуға боладыма,1,appstore
pla122194pla,приложения өте күшті !!!! менің оценкам 5жұлдыз !!!!!!!!!,приложения өте күшті менің оценкам 5жұлдыз,1,appstore
kas020657kas,Өте керемет. Мен алғаныма өкінбеймін.,өте керемет мен алғаныма өкінбеймін,1,market
kas025032kas,"Алып жүруге қолайлы, өте жеңіл, сапасы жоғары, алсаңыздар өкінбейсіңдер.",алып жүруге қолайлы өте жеңіл сапасы жоғары алсаңыздар өкінбейсіңдер,1,market
pla072527pla,базар жох екен,базар жох екен,1,appstore
pla007920pla,Базару нөл,базару нөл,0,appstore
pla134289pla,Тартсаң болды оп оңай екен,тартсаң болды оп оңай екен,1,appstore
pla105983pla,Обновление бола береди автоматически. болган сайын азан дауыстарын кайта дурыстау керек соны дурыстасаныз отиниш,обновление бола береди автоматически болган сайын азан дауыстарын кайта дурыстау керек соны дурыстасаныз отиниш,0,appstore
pla109654pla,Жаксы ойлап тапкан. Кез келген уакытта куран создерин жаттауга болады.Барлыктарына усыныс жасар едим.,жаксы ойлап тапкан кез келген уакытта куран создерин жаттауга болады барлыктарына усыныс жасар едим,1,appstore
pla041475pla,Өте күшті әсер етеді және басқа да көптеген түрлері бар ма.,өте күшті әсер етеді және басқа да көптеген түрлері бар ма,1,appstore
pla046285pla,Өте тамаша👍барлығы түсінікті.,өте тамашабарлығы түсінікті,1,appstore
kas006378kas,Алсаңыздар өкінбейсіздер.,алсаңыздар өкінбейсіздер,1,market
pla088317pla,Кушти оиын друга жане салона,кушти оиын друга жане салона,1,appstore
pla053996pla,шарты есептерді шығарады дептүр бірақ мүлдем шығармаиды,шарты есептерді шығарады дептүр бірақ мүлдем шығармаиды,0,appstore
pla080986pla,Адеми Кушты,адеми кушты,0,appstore
pla018069pla,Адам кершілігіміз каида👎👎👤🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀,адам кершілігіміз каида,0,appstore
pla091503pla,"ойнау ға жарамсыз,,,,, қосылад,,, бірақ ештеме стемейыт",ойнау ға жарамсыз қосылад бірақ ештеме стемейыт,0,appstore
pla013256pla,Сөз жоқ ше,сөз жоқ ше,0,appstore
pla086573pla,Көшіріп жатрм,көшіріп жатрм,0,appstore
pla030039pla,Оооооте жаман,ооте жаман,0,appstore
pla003978pla,Неге жоғалып кете береді,неге жоғалып кете береді,0,appstore
pla065182pla,Бұл өте қызық оиын маған ұнады😎😎,бұл өте қызық оиын маған ұнады,0,appstore
pla055206pla,Қазақ тіліндегі филімдер неге қымбат орыс тіліндегілер арзандау.,қазақ тіліндегі филімдер неге қымбат орыс тіліндегілер арзандау,0,appstore
pla129101pla,Етте кермет екен Рахмет,етте кермет екен рахмет,0,appstore
pla004158pla,Сапасы томенн унамай жур сонгы кундері,сапасы томенн унамай жур сонгы кундері,0,appstore
pla086632pla,Қызық емес рйын,қызық емес рйын,0,appstore
gis000150gis,Жумыс уакыт сагат нешеге дейін? Ақпарат берілмеген,жумыс уакыт сагат нешеге дейін ақпарат берілмеген,0,mapping
pla060594pla,Өте керемет ойын👍👍😍😍🤩🤩,өте керемет ойын,0,appstore
pla057566pla,взлом кылса бес жулдыз берем,взлом кылса бес жулдыз берем,0,appstore
pla014750pla,Смайликтерін айфоныски қылп өзгертіңші пжж🙂🤗🤩,смайликтерін айфоныски қылп өзгертіңші пжж,0,appstore
pla088269pla,Жарыс,жарыс,0,appstore
pla032935pla,Код келмейді тг акк кіре алмаймын,код келмейді тг акк кіре алмаймын,0,appstore
pla058722pla,Мынаған қалай кіреді?,мынаған қалай кіреді,0,appstore
pla028748pla,Разработчики колеса куып кеткен нәрсе болды. Не деген маскара машина көре алмай қалдық ко. Тез дурыстандар,разработчики колеса куып кеткен нәрсе болды не деген маскара машина көре алмай қалдық ко тез дурыстандар,0,appstore
pla084766pla,Маған бұл ойын ұнамады бұл ойынға бір жұлдыз қайта қайта айналып келе береді ойын өте қызықсыз 😡😠😤😾,маған бұл ойын ұнамады бұл ойынға бір жұлдыз қайта қайта айналып келе береді ойын өте қызықсыз,0,appstore
pla063292pla,"Қ***қ тірлік😁, әңгіме жоқ.",қ қ тірлік әңгіме жоқ,0,appstore
pla132376pla,"Жаңарту, жаңарту деп 5 минут сайын шығады.",жаңарту жаңарту деп 5 минут сайын шығады,0,appstore
pla121850pla,Бул өте нашар .Қолдануға жағармайды.,бул өте нашар қолдануға жағармайды,0,appstore
pla030099pla,Кірілмейт,кірілмейт,0,appstore
pla085808pla,Қалай,қалай,0,appstore
pla012913pla,Маған ұнады жақсы 👍,маған ұнады жақсы,0,appstore
pla085196pla,Маған бұл ойын құраған жоқ😢😢😭😭😡😡😥😥,маған бұл ойын құраған жоқ,0,appstore
pla038319pla,"комиссия жогалт,",комиссия жогалт,0,appstore
pla057541pla,жақсы маладест қой,жақсы маладест қой,0,appstore
pla118721pla,Жоқ жаман егерде бір видео салайын десем 1гегабайттым бірден кеттіп қалады Осы мәселе реттеңіздерші жарай ма Бір видео салсам 1 мегабайт кетсін бұл қолданбаны өзгерттіңіздер бұл мүлдем болмайды не ол бір видео салайын десем 1 гб бірден кетеді бұл қолданба өте жаман тағы бір мәселе мен басқа адамдарға хабар жөнелте алмайды ұят бұл болмайды,жоқ жаман егерде бір видео салайын десем 1гегабайттым бірден кеттіп қалады осы мәселе реттеңіздерші жарай ма бір видео салсам 1 мегабайт кетсін бұл қолданбаны өзгерттіңіздер бұл мүлдем болмайды не ол бір видео салайын десем 1 гб бірден кетеді бұл қолданба өте жаман тағы бір мәселе мен басқа адамдарға хабар жөнелте алмайды ұят бұл болмайды,0,appstore
pla098732pla,Не қазақша емес. Не уйгырша емес. Не тусінбедім сөздерінді. Дұрыстап жасауға боладығой,не қазақша емес не уйгырша емес не тусінбедім сөздерінді дұрыстап жасауға боладығой,0,appstore
pla018980pla,отпеген ушін,отпеген ушін,0,appstore
pla070283pla,Шоза игра мынаны жасаған адамның психикалық ауруы бар секілді,шоза игра мынаны жасаған адамның психикалық ауруы бар секілді,0,appstore
pla003241pla,"Өте керемет екенін білетін едім, телефонымнан өшіп кеткен 😫😫😫қайта тартып жатырм",өте керемет екенін білетін едім телефонымнан өшіп кеткен қайта тартып жатырм,0,appstore
pla021031pla,"Неге тарифтер бағасы қымбаттап жатыр,ауылдық жерде биилайн сапасы өте нашар,желі кей жерде ғана ұстайды,әрі қазір смс көп ешкім жазбайды,соның орнына басқа байлан ыс операторына қоңырау соғуға минуттар көбейтуге болатын шығар..",неге тарифтер бағасы қымбаттап жатыр ауылдық жерде биилайн сапасы өте нашар желі кей жерде ғана ұстайды әрі қазір смс көп ешкім жазбайды соның орнына басқа байлан ыс операторына қоңырау соғуға минуттар көбейтуге болатын шығар,0,appstore
pla110084pla,Ондай емес бірақ болады соның үшін бір жұлдыз,ондай емес бірақ болады соның үшін бір жұлдыз,0,appstore
kas012904kas,"Сапасы жақсы емес, жай ғана.",сапасы жақсы емес жай ғана,0,market
pla074683pla,Мен үшін күшті ойын,мен үшін күшті ойын,0,appstore
pla059219pla,Маган отпей тур,маган отпей тур,0,appstore
pla012121pla,Өте керемет екен! Жақындарыммен общения жасай алдым,өте керемет екен жақындарыммен общения жасай алдым,0,appstore
pla133581pla,"Жарнама болмаса, жақсы болады",жарнама болмаса жақсы болады,0,appstore
kas001711kas,Салмақты әр түрлі көрсетеді,салмақты әр түрлі көрсетеді,0,market
pla067637pla,тез басылсын,тез басылсын,0,appstore
pla079299pla,Koteekk ekeenn aksssss,koteekk ekeenn akss,0,appstore
pla087268pla,Маған машйналар ұнамайды.😡😠😡😠😡😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠,маған машйналар ұнамайды,0,appstore
kas021983kas,"3 данасын қана кигіздім бәрі ағып, үстінін бәрі су болып кете береді. Йокосанға жетпейді екен. Қоқысқа кетті.",3 данасын қана кигіздім бәрі ағып үстінін бәрі су болып кете береді йокосанға жетпейді екен қоқысқа кетті,0,market
pla084703pla,Күшті ойын 😍 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 неткен күшті ойын күшті күшті күшті ойын.,күшті ойын неткен күшті ойын күшті күшті күшті ойын,0,appstore
pla108966pla,Орыс тылы заеббал уже..,орыс тылы заеббал уже,0,appstore
pla129848pla,Иесі өте нашар адам. Билетті қайтарғанда 95 пайызын жеп қалады.,иесі өте нашар адам билетті қайтарғанда 95 пайызын жеп қалады,0,appstore
pla021256pla,Курьер Керуеннен Оспанова 7мин келу керек. Ал ол болса Смагулова.12мкр согып суып кеткен kfc алып келди.,курьер керуеннен оспанова 7мин келу керек ал ол болса смагулова 12мкр согып суып кеткен kfc алып келди,0,appstore
kas024413kas,"Керемет, келініме ұнады, рахмет.",керемет келініме ұнады рахмет,1,market
pla116303pla,Видио түсіргің келсе тартып ал 👍,видио түсіргің келсе тартып ал,1,appstore
pla085722pla,Котагым ды же нахуй долбаевский игра зайбал уже шешен амыскиын долбаевтар котак сооындар ам жалагыштар,котагым ды же нахуй долбаевский игра зайбал уже шешен амыскиын долбаевтар котак сооындар ам жалагыштар,0,appstore
pla071928pla,Тфуу мә ффдан күшті дейді ғо білмесен если что пубгта харам заттар көп общем жаман ойын👎 фф хорош👍,тфуу мә ффдан күшті дейді ғо білмесен если что пубгта харам заттар көп общем жаман ойын фф хорош,1,appstore
pla130544pla,"Әуекомпанияның мобильді қосымшасының жұмысына риза. Бұл өте ыңғайлы және түсінікті, билеттерді брондауды және сатып алуды, сондай-ақ рейстің күйін бақылауды жеңілдетеді. Мен ұсынамын",әуекомпанияның мобильді қосымшасының жұмысына риза бұл өте ыңғайлы және түсінікті билеттерді брондауды және сатып алуды сондай ақ рейстің күйін бақылауды жеңілдетеді мен ұсынамын,1,appstore
pla123571pla,Өте керемет приложение әртүрлі фон сурет қоюға болатыны өте күшті бірақ реклама шығатыны бар бірақ сондада күшті приложение қолдануға кеңес беремін 5 жұлдыз!!! 🥰🥰🥰🥰🥰🥰😘😘😘😘😘😘😘😍😍😍😍😍,өте керемет приложение әртүрлі фон сурет қоюға болатыны өте күшті бірақ реклама шығатыны бар бірақ сондада күшті приложение қолдануға кеңес беремін 5 жұлдыз,1,appstore
pla045638pla,@jannatfirdays өте кермет,jannatfirdays өте кермет,1,appstore
pla019291pla,Күшті установка етілсіншы,күшті установка етілсіншы,1,appstore
pla064825pla,Ойын өте қызық маған өте қатты ұнады супер 👍👍 ну бір минус қазақ тілі жоқ қазақ тілін қойсаңыз жақсы болатын еді,ойын өте қызық маған өте қатты ұнады супер ну бір минус қазақ тілі жоқ қазақ тілін қойсаңыз жақсы болатын еді,1,appstore
pla131568pla,100есе,100есе,0,appstore
kit000845kit,"Оқу ыңғайсыз, ауыстыру керек.",оқу ыңғайсыз ауыстыру керек,0,bookstore
gis002398gis,Шашты жақсы алады екен,шашты жақсы алады екен,1,mapping
kas024825kas,"Жақсы, бәрі тамаша!",жақсы бәрі тамаша,1,market
pla114772pla,Жынды прог.,жынды прог,1,appstore
kas016560kas,"Кварц қол жетімді бағада, арзан және тез жеткізілді, сапасы да күшті! Сіздерге көп-көп рахмет!",кварц қол жетімді бағада арзан және тез жеткізілді сапасы да күшті сіздерге көп көп рахмет,1,market
pla006608pla,Тамаша екен программа,тамаша екен программа,1,appstore
pla071906pla,ОЙЫН КЕРЕМЕТ СОЗ ЖОХ,ойын керемет соз жох,1,appstore
pla084728pla,Jaksy igra jyndanym turganda oiyndy aldandyratyn igra jaksy ozime unady aiteuir,jaksy igra jyndanym turganda oiyndy aldandyratyn igra jaksy ozime unady aiteuir,1,appstore
fli000261fli,"Маған бұл крем өте ұнады. Теріні жақсы ағартады, қолданғаннан кейін тері жарқырап, балғын бола түсті. Өнім үнемді жұмсалады.",маған бұл крем өте ұнады теріні жақсы ағартады қолданғаннан кейін тері жарқырап балғын бола түсті өнім үнемді жұмсалады,1,market
pla089363pla,Бұл ойында акаунт қа кре аласын екен,бұл ойында акаунт қа кре аласын екен,1,appstore
pla004202pla,Kushti keremet wow magan únady óte katty wwwooowww mb az alady juktep alsańda kyzykka toly Tartyp aluga keńes beremin tartyp korinizder óte kyzyk,kushti keremet wow magan únady óte katty wwooww mb az alady juktep alsańda kyzykka toly tartyp aluga keńes beremin tartyp korinizder óte kyzyk,1,appstore
pla100807pla,Кушти енди бастадым,кушти енди бастадым,1,appstore
pla080653pla,Памят жетпейді,памят жетпейді,0,appstore
pla010211pla,100%унади маган себеби издеген адамимди таптим,100 унади маган себеби издеген адамимди таптим,1,appstore
pla046818pla,Өте жақсы қосымша екен Алла жар болсын,өте жақсы қосымша екен алла жар болсын,1,appstore
pla061130pla,Неге басылмайт ештеңе кірдім старт ты бассам істемейт,неге басылмайт ештеңе кірдім старт ты бассам істемейт,0,appstore
kas008678kas,Сапасы жақсы тағыда беремін.,сапасы жақсы тағыда беремін,1,market
kas020407kas,"Өте қатты ұнады, бәрі жақсы.Сәл даусы қатты шығады.",өте қатты ұнады бәрі жақсы сәл даусы қатты шығады,1,market
pla133481pla,Күшті You Tube Go! жаңарып кетті менің ютубта каналым аштым.,күшті you tube go жаңарып кетті менің ютубта каналым аштым,0,appstore
pla073871pla,Шығу Ия Өзіңіз көзбен көрген жігер қосқан таңғы ғалымдарды ешкім күтпеген жағдайларды қоспағанда және өңдеу технология музыка тарих сурет спорт қоғам Еоешешшпшпллошашашшкшкшещқеқрқр,шығу ия өзіңіз көзбен көрген жігер қосқан таңғы ғалымдарды ешкім күтпеген жағдайларды қоспағанда және өңдеу технология музыка тарих сурет спорт қоғам еоешешшпшпллошашашшкшкшещқеқрқр,1,appstore
pla016746pla,Неге жктелнбей жатыр,неге жктелнбей жатыр,1,appstore
kas026698kas,"Ылғал болып тұрмайды.
Көлемі үлкен, тез иістенбейді.",ылғал болып тұрмайды көлемі үлкен тез иістенбейді,1,market
pla016151pla,Тик ток маған көп нәрсе үиреті өте күшті,тик ток маған көп нәрсе үиреті өте күшті,1,appstore
pla024819pla,"Каспийде коп мумкиндиктер бар,оте колайлы",каспийде коп мумкиндиктер бар оте колайлы,1,appstore
pla041306pla,Маған қатты ұнады. Себебі оның арқасында көп фото түсірдім,маған қатты ұнады себебі оның арқасында көп фото түсірдім,1,appstore
pla040761pla,Керемет 🤘аушті сенде тартып көр Өкінбейсің 😅😅😅,керемет аушті сенде тартып көр өкінбейсің,1,appstore
pla093116pla,Мм менде желісіне қосылған кез келді деген күдікпен ұсталды атырауда облыс әкімі облыс әкімнің,мм менде желісіне қосылған кез келді деген күдікпен ұсталды атырауда облыс әкімі облыс әкімнің,1,appstore
kas007016kas,"Экраны үлкен. Балама алған болатынмын, ойын ойнағанда қатпайды.Қабын, қорғайтын әйнегін дегенді таба алмадық.",экраны үлкен балама алған болатынмын ойын ойнағанда қатпайды қабын қорғайтын әйнегін дегенді таба алмадық,1,market
pla034221pla,Маған ұнады. Қолдануға ыңғайлы,маған ұнады қолдануға ыңғайлы,1,appstore
pla130242pla,Ассаламағалейкум! Маған ұнады өте ыңғайлы әрі тиімді жасалған,ассаламағалейкум маған ұнады өте ыңғайлы әрі тиімді жасалған,1,appstore
pla093531pla,Күшті оиын осы оиын жаңартылса ғои.,күшті оиын осы оиын жаңартылса ғои,1,appstore
pla118132pla,маған ұнамады себебі тағ байқап көріңіз дейды,маған ұнамады себебі тағ байқап көріңіз дейды,0,appstore
pla005959pla,Ойын прям күшті 😜😜😜😜😜,ойын прям күшті,1,appstore
pla060028pla,Тек,тек,0,appstore
pla110577pla,Otandyq ønim,otandyq ønim,1,appstore
gis002590gis,Қызметтеріне көңілім толмайды өте дөрекі сөйлеу мәнерлері жоқ қазақша орысша дұрыс сөйлей алмайды. Регистр әйел. Жас әдемі қыздарды қойыңыздар,қызметтеріне көңілім толмайды өте дөрекі сөйлеу мәнерлері жоқ қазақша орысша дұрыс сөйлей алмайды регистр әйел жас әдемі қыздарды қойыңыздар,0,mapping
pla031008pla,"Басында жақсы еді, қазір бүлдіріпсіндер, ештеңе ашпайды тек справкаларды ала аламыз оның түкте пайдасы жоқ! Бұрынғы версиясын қайтарындар!!!! Басқа ештеңе айта алмаймыз...",басында жақсы еді қазір бүлдіріпсіндер ештеңе ашпайды тек справкаларды ала аламыз оның түкте пайдасы жоқ бұрынғы версиясын қайтарындар басқа ештеңе айта алмаймыз,0,appstore
pla077949pla,Житомир300 ац мен денсаулық табыс қаласы мен мен денсаулық у табыс қаласы лцац,житомир300 ац мен денсаулық табыс қаласы мен мен денсаулық у табыс қаласы лцац,0,appstore
pla121369pla,Жаман фф келмейт,жаман фф келмейт,0,appstore
pla069144pla,Бұл ойынды тартпаңыздар,бұл ойынды тартпаңыздар,0,appstore
pla030191pla,менде күнделікті сабақ кестесінен баска ештеңе көрсетпейді ай свйын төлеп отырсам да бірнеше рет жаздым өшіріп қайта қосыңыз деді оны да істедім не тоқсандық баға жоқ не алған балдары көрсетпейді Не үшін ақша төлеп отырмын сабақ кестесін мектептен ақ жазып келеді ғой,менде күнделікті сабақ кестесінен баска ештеңе көрсетпейді ай свйын төлеп отырсам да бірнеше рет жаздым өшіріп қайта қосыңыз деді оны да істедім не тоқсандық баға жоқ не алған балдары көрсетпейді не үшін ақша төлеп отырмын сабақ кестесін мектептен ақ жазып келеді ғой,0,appstore
pla031072pla,Қазақша жок Сол үшін 1,қазақша жок сол үшін 1,0,appstore
kit000447kit,Басы секспен басталып ақыры маняк болып кеттіма ё моё 👎,басы секспен басталып ақыры маняк болып кеттіма ё моё,0,bookstore
pla091862pla,Далбайоп ойын 🖕🖕🖕🖕🖕🖕,далбайоп ойын,0,appstore
pla055214pla,Астана телеарнасы жоқ Битиви лох,астана телеарнасы жоқ битиви лох,0,appstore
pla071466pla,Мен заттар сатып алайын десем алынбайы,мен заттар сатып алайын десем алынбайы,0,appstore
pla108436pla,Нашар тарпа телефон құрит екен звугы,нашар тарпа телефон құрит екен звугы,0,appstore
pla001678pla,Неге жарнама көп болады?говно🤮🤮,неге жарнама көп болады говно,0,appstore
pla081163pla,Онша емес качествасыда,онша емес качествасыда,0,appstore
pla075845pla,Куган ойын менде ойналмай жатыр кырген кезде карангы болып турабереды😠😡😾,куган ойын менде ойналмай жатыр кырген кезде карангы болып турабереды,0,appstore
pla108378pla,Енд корем,енд корем,0,appstore
pla063096pla,Өте баяу жұмысы,өте баяу жұмысы,0,appstore
pla063731pla,Комиссия ұстайды онлайн төлем жасаған кезде...,комиссия ұстайды онлайн төлем жасаған кезде,0,appstore
pla081303pla,Нерв боласын мына ойнан. Ойнауын ойнайды бірақ тупит все игроки. Өмірде көрмегенді көрсетеді бірақ ойнайм )))),нерв боласын мына ойнан ойнауын ойнайды бірақ тупит все игроки өмірде көрмегенді көрсетеді бірақ ойнайм,0,appstore
